症状,所属证候,证候所有症状
足热,风邪犯表足热,手足发热，以背部较甚。伤于风寒者，恶风或長寒，头身疼痛，无汗，脉浮紧，伤于风热者，恶寒轻，头痛，汗出，咽红口漘，舌苔薄黄，脉浮数
足热,阴虚足热,手足发热，以足心部较热，夜卧盜汗、心烦、舌红少苔，脉细数
足热,热毒蕴结足热,足热，足部发红肿胀，身热、口渴，小便黄赤，舌红，苔黄腻，脉滑数
足痛,风湿痹阻足痛,足部疼痛，进阴雨寒冷加重，常见有四肤关节疼痛，肿胀，屈伸不利，下肢困重，舌苔薄白，脉潘缓
足痛,寒湿凝滞足痛,足部疼痛，以足趾为多，走路时下肢沉困乏力，痛甚则跛行，小腿痠胀重着，肌肤冷而苍白，逐渐变为紫暗，患肢怕冷，麻木刺痛，入夜尤甚，舌淡苔白。日久不愈可成脱疽
足痛,肝肾阴虚足痛,足心痛为多，行走不便，不耐久立，头晕耳鸣，极膝痠软，两眼昏花、脉沉细无力
转筋,气血不足转筋,小腿转筋，或仅见手指、足耻转筋，劳累易诱发，面色不华，气短懒言，头晕目眩，；不寐，乏力纳少，舌质淡，苔薄白，脉沉细无力。
转筋,肝肾不足转筋,转筋时作，多见于老年人，腰膝痠软，头晕耳鸣，健忘体痛，舌淡红，苔薄白，脉弦细
转筋,风寒外袭转筋,转筋时作，受寒易诱发，肤节冷痛，舌质淡，苔薄白，脉弦
转筋,寒霍乱转筋,小腿转筋，甚则转筋入睐，吐泻不止，吐泻物如米泔水，面色苍白，眼眶凹陷，手足厥冷，舌淡，苔白腻，脉沉细数
转筋,热霍乱转筋,小腿转筋，甚则转筋入腹，吐下骤作，臭秽难闻，发热口渴，舌质红，苔黄腻，脉濡数
足跟痛,气血亏虚足跟痛,足踉疼痛，历时久渐，皮不红肿，日间活动痛缓，入夜疼痛加璽，抻疲肢倦，面色苍白，畏风自汗，舌质淡，脉细弱。
足跟痛,肝肾亏虚足跟痛,足跟疼痛，不耐久立，局部皮不红肿，腰膝痠软，头晕耳鸣，两眼昏花，舌质淡，脉沉细无力。或舌质红，脉细数
足跟痛,风寒湿阻足跟痛,足跟疼痛，同时伴足部或其它关节疼痛，局部肿胀，下肤困重，通阴雨寒冷天加重，舌苔薄白，脉濡缓
足跟痛,外伤所致足里痛,有外伤史，局部时有红肿，以刺癯为主.拒按，行走时加重
足颤,血虚风动足颤,足颤动，头晕目眩，爪甲不荣，面色无华，或下肢麻木，脉细，舌淡红，苔薄。
足颤,风寒湿侵足颤,足颤动且有痛感，伴有恶风寒，肢体紧困不舒，四末不温，脉弦紧，舌淡暗红，苔薄白而润
步态不稳,脾肾亏虚步态不稳,步态不稳，跨步躯体前倾，足软易于跌仆，肌肉松弛，动则徵有颤动，形寒怯冷，纳少腹胀便溏，舌胖淡齿痕，脉沉细弱
步态不稳,肝肾阴虚步态不稳,步态不稳，步履艰难，站则摇晃欲仆，步则曲线行进，动作不协调，语言含梱不淸，头晕目眩，肢体瘦削，腰膝痠软，手足心热，舌质红，少苔或无苔，脉细数。
步态不稳,气郁疾阻步态不稳,步态不稳，肢冷强直，时发时止，甚则四肢震颤，行走欲仆，精抻抑郁.胸闷痰多，舌淡红苔馘，脉弦滑。
背痛,寒湿侵袭背痛,背痛板滞，牵连颈项，项背强痛，肩胛不舒，或肩背重滞兼有恶寒，舌苔白腻，脉浮缓，或沉紧
背痛,气血瘀滞背痛,睡后背部痠痛，时觉麻木，起床活动后痛减，舌淡暗或有瘀点，脉沉细或细淮
背冷,风寒束表背冷,背恶寒，发热，头身痛，苔薄白，脉浮紧。阴盛阳虚背冷：背冷喜暖，口淡不渴，面色苍白，手足逆冷，小便滑长，大便稀溏，舌质淡苔白而滑润，脉沉迟。
背冷,痰饮内伏背冷,背恶寒，冷如冰，咳嗽或喘，痰多稀薄色白，头目眩晕，不欲饮水或喜热饮而不多，腹胀纳少，全身倦怠乏力，或四肢浮肿，舌苔白滑，脉沉滑
背热,肺火背热,背部发热，午后加重，喉干咳嗽，咳吐黄痰，胸背胀痛，大便秘结，面赤舌红，苔黄，脉数
背热,阴虚背热,背有热感，晚间热增，腰背痠痛.手足心热，夜寐盗汗，舌红少苔，脉象细数。
腰痛,风寒湿腰痛,腰痛时轻时重，得暖则舒，遇寒冷或阴雨天气加重。因感受风邪较重者，腰痛左右不定，牵引两足，或连脊背，或关节游痛；感受寒邪较甚者，则睽痛部位固定，有冷痛之感，疼痛程度也较重，甚至不能俯仰转动，脉沉有力；感受湿邪较重者，虽疼痛不甚，伹有重着痠楚感觉，舌苔多滑腻，其脉缓
腰痛,湿热阻辨腰痛,腰部疼痛较著，痛处伴有热感，热天或雨天加重，而活动后可以减轻，小便短赤，苔黄腻，脉濡数
腰痛,肾虚腰痛,双侧腰痛以痠软为主，喜探按，腿膝无力，遇劳更甚，卧则减轻，常反复发作。偏阳虚者，伴见面色晚白，手足不温，少气乏力，舌淡，脉沉细；偏阴虚者伴见心烦失眠，咽干口燥，手足心热，舌红少苔，脉弦细数。
腰痛,瘀血阻络展痛,腰痛如剌，固定不移，日轻夜重’拒按，舌质暗紫，脉浬，部分病人有外伤史
腰脊痛,太阳伤寒腰脊痛,因外感风寒，发病急骤，腰脊强痛拘急，伴有头痛，项强，周身关节痛，发热，恶寒，无汗，舌苔薄白，脉浮紧
腰脊痛,风寒湿阻腰脊痛,风寒湿阻跟脊痛：脊痛，多为钝痛或隐痛，伴有尻尾及下肢疼痛，疼痛时轻时重，得暖则舒，通寒冷或阴雨夭气加重，寒邪较甚，则疼痈较重，部位面定，甚至不能俯仰转动，脉沉紧；湿邪较重，疼痛多有沉重酸楚感，脉缓；风邪较重，疼痛部位游走不定，脉弦。风寒湿供赝脊痛日久不愈，往往伴有腰骶或下肢麻木，甚至肌肉蒌缩。
腰脊痛,肾虚腰脊痛,媵脊痛绵绵，劳累加重，伴有头晕耳鸣，脱发，牙齿松动，膝软，足跟痛。偏于肾阳虚者，畏冷，肢凉，喜暖，舌质淡胖嫩，脉沉细弱；肾阴虚者，五心烦热，漸热，盗汗，口干，舌红，脉沉细数
腰脊痛,瘀血腰脊痛,起病突然，有明显外伤史，腰痛剧烈.不能俯仰转侧，动则痛甚，若因闪扭所伤，外无肿迹可察，若因挫伤，则局部可有瘀血肿痈，舌淡红，或有挤斑点，脉弦紧
腰痠,肾虚腰痠,轻者腰部痠楚不适，绵绵不已，进劳加重，休息后缓解，重者尚伴有痠困而痛，腰膝无力，肢痠膝冷，足銀疼痛等；甚者脱发，牙齿松动，阳瘘，遗精，舌质淡，脉沉细。
腰痠,劳损腰痠,腰疫常固定于腰部某一部位，因劳累而加重，卧床休息后不能明显缓解，轻度活动后减轻；亦可伴有轻度靥痛，但全身无其他异常表现
腰重,寒湿腰重,腰及腰以下部位沉重发凉，甚者腰冷如冰，如坐冷水中，并伴有鼷痛，下腹部常感沉重发胀，舌质胖淡或有齿痕，舌苔白润或滑，脉沉细或缓
腰重,肾阳虚腰重,腰凉而重，如有冷风吹入^伴有腰酸或轻度疼痛，肢凉，畏寒.膝软，足跟疼痛，脱发，牙齿松动，瞋泻，尿请长，甚者阳痿滑精^妇女月经不调，舌淡，脉沉细，以尺部为著。
腰重,表虚风湿腰重,腰冷重，一身尽重，腰肤泮肿，腰以上活动自如，腰以下屈伸不利，且四胺少力，或关节烦疼，汗出，恶风，舌淡，脉浮
腰膝无力,肝肾虚腰膝无力,腰膝部无力或兼有腰痠、腰痛、膝冷，绵绵不已，休息后略见轻减’稍通劳累则加重。手足涛冷，畏寒，喜暖，耳聋，耳鸣，小便淸长或频数，大便溏或联泻，脱发，牙齿松动，甚者遗稍，阳瘘，困倦神疲，短气，舌质淡，脉沉细。
腰膝无力,寒湿腰膝无力,腰膝部软弱无力，兼有腰凉膝冷，或媵膝痠困沉重疼痈，进阴雨冷湿则加重，得温暖即可减轻，舌苔白，脉沉细或缓。
腰膝无力,湿热腰膝无力,腰膝部无力，下肢瘦弱，不耐久行久立，或兼膝足红肿作痛，小便短赤，大便秘结，舌红苔黄腻，脉弦数
腰如绳束,带脉不利腰如绳束,患者感觉腰间如绳紧束，并伴有腰痛。除此之外，可无任何其他症状賣舌脉正常
腰如绳束,肝经湿热腰如翔束,"腰如绳束，灼痛如刺，兼有协痛.口苦，面赤，目红，耳聋，
尿赤或痛，便秘，舌苔黄厚滅，脉弦数等。
"
腰冷,风寒腰冷,腰及躓以下部位发凉发紧，如束冰带，伴有赝痛，头痛，全身疼痈，无汗，舌淡苔白，脉浮紧。
腰冷,寒湿腰冷,腰及腰以下部位发凉、寒冷，如坐冰水中，伴有赝部沉重疼痛，下肢浮肿，发麻发木，无汗，舌淡苔白润，脉沉弦紧
腰冷,肾阳虚衰腰冷,腰部发冻，如冷风吹入.伴腰膝痠软无力，肢冷畏寒.大便湾薄，小便淸长，或阳瘦遗精，或带下清冷，月经色淡量少，舌淡苔白，脉沉细弱
腰背俯偻,宗气不足腰背俯偻,臞背屈曲下俯，气短乏力，气不得续，动则汗出，语声低怯，舌质淡红苔白，脉沉细。
腰背俯偻,精血亏虚腰背俯偻,腰背屈曲下俯，形体羸瘦，动作迟缓，健忘胧发，失眠多梦，舌淡红苔白，脉细沉。
腰背俯偻,肾气亏虚腰背俯偻,腰背屈曲下俯，下肢痿软无力，伴腰脊痠软，听力减退，小便頻数而淸，舌淡苔白，脉沉细
尾闾痛,血瘀气滞尾闾痛,有明显挫伤史，尾闾部剧痛，疼痛掣及腰部，功能活动障碍，不能俯仰转动，行走步履困难，不能平卧及拥身。并多伴有大便秘结，食欲减退，舌無，脉紧
尾闾痛,肾气亏虚尾闾痛,疼痛症状较轻，不影响功能活动，多有尾阎部瘦楚不适感，因损伤而诱发者，症状较明显，疼痛以骶部为甚，或有遗尿，舌淡胖，脉沉细弱
喉中痰鸣,痰壅气阻喉中痰鸣,胸膈潢闷，哦急气粗，痰声漉獾，痰诞请稀，量多色白，甚则不得卧，食少腹胀，便溏乏力，舌质淡胖，边有齿痕，舌苔白腻，脉滑。
喉中痰鸣,痰热阻肺喉中痰鸣,发热胸闷，气急哨促，鼻翼偏动，喉间痰鸣，声如曳籌，瘐黄质稠，口漘欲饮，舌质红，苔黄腻，脉数
喉中痰鸣,痰火化风喉中痰鸣,猝然眩晕，甚则昏倒，：不省人亊，口眼喁斜，四肤不举，或半身麻木，舌本强硬，喉间痰鸣，舌质红，苔黄腻，脉洪数而滑
喉中痰鸣,痰蒙清窍喉中痰鸣,眩晕头疼，睥闷不适，旋即突然昏倒，喉间痰鸣，口吐挺沫，四肢抽擦，舌质黢淡，苔厚腻，脉滑或弦
喉中痰鸣,睥肾两虚喉中痰鸣,少气懒言，呼多吸少，痰涎淸稀，喉间痰鸣，腰膝疲软，長寒肢冷，食少便溏，舌质淡，苔白，脉弱
咳痰,肺热咳痰,"咳出之痰色黄、粘稠，有块，或痰中带血。证见发热咳嗽丨狗痛喘促或鼻翼煽动，面红目赤，咽喉红肿疼痛，口渴唇燥.尿短赤，大便燥结，舌红、苔黄，脉滑数或数而有力。
"
咳痰,肺寒咳痰,"咳出之痰色白淸稀，患者形寒肢冷，恶寒重而发热轻，咳嗽昀痛，喘促，面色青白，亦可见面唇黧黑，咳逆倚息，短气不得卧，舌淡白或紫暗，苔白滑，脉沉弦或紧。
"
咳痰,风邪犯肺咳痰,痰液清稀多泡沫，伴见发热恶寒，咳嗽，鼻塞流涕，咽干痒，头身痛，舌边尖红，苔薄白，脉浮紧或浮数。
咳痰,阴虚肺燥咳痰,痰少粘稠难于咳出，咳痰带血或咳血。燥邪所致者，兼见发热或恶风寒，胸痛，唇焦，鼻燥，咽干，口渴；如为阴虚所致，则见手足心热，虚烦不寐，潮热盗汗，两觀红赤，舌鲜红少苔或答黄而燥，脉浮数或沉细数。
咳痰,湿邪犯肺咳痰,咳痰量多，白滑易于咳出，四肢困重无力^眩晕，嗜卧，面虚浮，皖闷纳呆，便塘，口甜粘，多见于咳嗽日久，或老年病人，舌体胖大有齿痕，色晦暗，苔白腻，脉滑缓
咳痰,湿热蘊肺咳痰,咳吐脓耻痰或咳痰腥臭，高热或渐热，腌闷疼痛，转侧不利，甚则哺不能卧，有汗，口干咽燥而不渴，烦躁，舌红苔黄腻，脉滑数或数而有力
咳嗽,风寒束表咳嗽,症见咳啾，鼻塞流清涕，喉痒声重，痰稀色白，头痛发热，恶寒或恶风，骨节痠痛，舌苔薄白，脉浮紧或浮缓。
咳嗽,风热袭肺咳瞅,症见咳嗽不爽，痰黄或黄白而稠，口干，咽痛，头痛，鼻塞，身热恶风有汗，或微恶风寒，舌苔薄黄，脉浮数。
咳嗽,燥邪伤肺咳嗽,症见咳电，痰少粘稱难出，或痰中带血丝，或干咳无痰，咳甚则胸痛，鼻燥咽干，或咽喉痒痛，形寒身热，舌尖红，苔黄，脉浮数或细数
咳嗽,暑湿咳嗽,症见咳嗽，痰多而稠，胸闷，身热，汗多不解，头胀，口渴不多饮，心烦面赤，搜短而黄，舌苔薄黄质红，脉橱数。若蜃多于湿，则咳声淸高，身热面赤，心烦，舌红，脉数
咳嗽,肺热咳嗽,症见咳而气喘，痰黄稠，甚或痰中带血，口鼻气热，口苦咽干，或觉咽痛，或胸痛胸闷，舌红苔黄，脉弦数
咳嗽,肺燥咳嗽,症见干咳无痰，咳引胸疼，声音嘶哑，鼻燥咽干，舌质红，苔薄而干，脉细略数。
咳嗽,痰湿咳嗽,症见咳嗽，痰多色白，痰出即咳止，伴胸脘胀闷，饮食减少，或有恶心呕吐，或见面肿，舌苔白腻，脉潘滑
咳嗽,脾虚咳嗽,脾虚咳啾
咳嗽,肺气虚咳嗽,症见咳嗽，气短，痰清稀薄，面色咣白，动则汗出，易感外邪，舌质淡嫩，苔薄白，脉虚无力
咳嗽,肺阴虚咳嗽,症见久咳不止，痰少而粘，或痰中带血丝，形体消瘐，口燥咽干，或咳声嘶哑。若阴虚火旺者^可见潲热，盗汗，少气，睥部隐痛。舌质红少苔，脉细数
咳嗽,肾阳虚咳嗽,症见咳嗽，痰淸稀呈泡沫状，咳甚则遗溺.气短，劳累则加重，面白微肿，或肢体浮肿，腰痠恶寒，苔白质淡，脉沉细
咳嗽,肝火犯肺咳嗽,症见咳嗽气逆，痰出不爽，或如梅核，或如败絮难以咳出，咳时面红并引及胁痛，咽喉干燥，烦躁易怒，舌边尖红，苔薄黄而干，咏弦数
咳血,外感咳血,突然咳痰带血，恶寒发热，咽痒，头晕头痛，胸痛；或鼻燥，口干，舌苔薄黄，脉象浮数；或舌苔薄白，脉象浮紧
咳血,肺热壅盛咳血,咳痰色黄带血，咯血量多，血色鲜红，口干而渴，咽干痛，多伴有发热，胸胁引痛，急躁易怒，便秘溲赤，舌质红苔黄，脉弦滑数
咳血,瘀阻肺络咳血,咳痰带血或吐血沫，心悸，咳逆倚息不得卧，胸闷刺痛，口唇青紫，面色晦滞，目眶黧黑，舌质紫暗或有疲斑，脉沉涩或弦迟结代
咳血,脾肺气虚咳血,咳血久延不愈，血量较少，血色暗淡，咳嗽痰白，面色桄白，畏冷，神倦肢乏，心悸气短，声细懒言，纳少无味，大便溏，舌淡苔薄白，脉沉细弱
咳血,阴虚火旺咳血,干咳少痰或痰粘难以排出，咯血鲜红，血多痰少，反复咯血不已。午后颧红，低热心烦，手足心热，咽干欲饮，盗汗乏力，或有遗精多梦，或有阴股间热，腰脊痛，舌质红，少苔或无苔，脉细数，两尺咏无力
短气,痰饮中阻短气,短气急促，气不得续，胸脘胀满，咳嘣痰挺，呕恶纳差，苔白厚賦，脉弦滑
短气,气滞血瘀短气,短气胸闷，胁助胀满，费太息，甚则胸痛及背，每于情绪波动而诱发或加重，舌暗红或紫暗，苔白，脉弦
短气,心脾两虚短气,短气乏力.神疲懒言，失眠多梦，面白无华，汗出，舌质淡，苔白，脉细而沉。
短气,脾肾两虚短气,短气神疲，声低息微，体质消瘦，長寒肢冷，大便塘薄，舌质淡，苔白，脉沉细弱。
气喘,风寒闭肺气喘,喘急胸闷，伴有咳嗽，咯痰清稀色白，初起多兼见恶寒发热，无汗，头身疼痛，口不渴，舌苔薄白，脉象浮紧
气喘,风热犯肺气喘,喘急烦闷，伴有咳嗽，咯痰黄稠，或见发热，汗出恶风，口揭，胸痛，舌苔薄白或薄黄，脉象浮数
